Date,Close,High,Low,Open,Volume,Sector
2025-01-13,1695.300048828125,1775.0,1645.4000244140625,1710.050048828125,333796,Healthcare
2025-01-14,1669.0,1697.6500244140625,1662.949951171875,1690.050048828125,169799,Healthcare
2025-01-15,1674.449951171875,1697.4000244140625,1652.5,1678.0,138020,Healthcare
2025-01-16,1675.8499755859375,1719.800048828125,1667.1500244140625,1683.300048828125,275164,Healthcare
2025-01-17,1679.199951171875,1704.949951171875,1670.0,1687.050048828125,117007,Healthcare
2025-01-20,1676.699951171875,1725.0,1668.5,1725.0,285344,Healthcare
2025-01-21,1659.199951171875,1697.0999755859375,1651.0,1690.0,106481,Healthcare
2025-01-22,1633.550048828125,1665.949951171875,1627.5,1659.75,77017,Healthcare
2025-01-23,1622.449951171875,1653.949951171875,1616.0,1630.0,192856,Healthcare
2025-01-24,1558.050048828125,1636.25,1550.0,1636.25,148758,Healthcare
2025-01-27,1440.199951171875,1558.050048828125,1428.0,1558.050048828125,366042,Healthcare
2025-01-28,1486.25,1523.300048828125,1417.050048828125,1482.0,399847,Healthcare
2025-01-29,1506.8499755859375,1512.5,1480.0,1490.0,79923,Healthcare
2025-01-30,1506.4000244140625,1527.0,1492.550048828125,1501.0,97520,Healthcare
2025-01-31,1524.75,1534.0,1494.0,1502.0,130708,Healthcare
2025-02-01,1530.449951171875,1543.0,1500.050048828125,1527.75,56826,Healthcare
2025-02-03,1513.949951171875,1543.449951171875,1504.0,1530.449951171875,100734,Healthcare
2025-02-04,1458.550048828125,1518.949951171875,1435.0,1510.0,726579,Healthcare
2025-02-05,1497.25,1507.0,1467.800048828125,1477.949951171875,155761,Healthcare
2025-02-06,1517.050048828125,1528.4000244140625,1490.0999755859375,1504.699951171875,181133,Healthcare
2025-02-07,1516.5999755859375,1526.0,1492.8499755859375,1526.0,113408,Healthcare
2025-02-10,1477.8499755859375,1523.300048828125,1471.050048828125,1516.5999755859375,127940,Healthcare
2025-02-11,1451.75,1483.699951171875,1444.8499755859375,1477.8499755859375,159277,Healthcare
2025-02-12,1478.75,1512.0,1411.0999755859375,1450.0,314223,Healthcare
2025-02-13,1476.1500244140625,1509.1500244140625,1466.449951171875,1484.949951171875,96590,Healthcare
2025-02-14,1459.4000244140625,1507.449951171875,1450.5,1469.0,76952,Healthcare
2025-02-17,1478.6500244140625,1498.6500244140625,1435.1500244140625,1460.050048828125,109775,Healthcare
2025-02-18,1471.3499755859375,1489.9000244140625,1459.550048828125,1478.6500244140625,63308,Healthcare
2025-02-19,1499.550048828125,1503.8499755859375,1443.1500244140625,1471.300048828125,139728,Healthcare
2025-02-20,1519.949951171875,1531.949951171875,1486.199951171875,1501.1500244140625,115836,Healthcare
2025-02-21,1526.5999755859375,1567.699951171875,1515.050048828125,1519.949951171875,103858,Healthcare
2025-02-24,1525.3499755859375,1597.5,1473.25,1514.050048828125,347761,Healthcare
2025-02-25,1597.9000244140625,1634.9000244140625,1525.5,1540.550048828125,1698369,Healthcare
2025-02-27,1617.800048828125,1651.9000244140625,1580.199951171875,1600.0,376161,Healthcare
2025-02-28,1552.800048828125,1622.4000244140625,1504.199951171875,1550.0,324164,Healthcare
2025-03-03,1538.800048828125,1598.949951171875,1513.0,1556.0,219748,Healthcare
2025-03-04,1522.4000244140625,1586.0,1513.0999755859375,1525.0,182218,Healthcare
2025-03-05,1576.5999755859375,1580.199951171875,1500.0,1500.0,123673,Healthcare
2025-03-06,1629.949951171875,1636.800048828125,1589.949951171875,1602.0,177813,Healthcare
2025-03-07,1641.550048828125,1672.449951171875,1623.6500244140625,1628.0,166390,Healthcare
2025-03-10,1654.699951171875,1667.0,1630.0,1632.550048828125,125785,Healthcare
2025-03-11,1609.550048828125,1667.949951171875,1601.699951171875,1642.0,126636,Healthcare
2025-03-12,1579.0999755859375,1619.699951171875,1552.550048828125,1600.0,161603,Healthcare
2025-03-13,1554.8499755859375,1595.0,1545.75,1585.0,141236,Healthcare
2025-03-17,1556.75,1585.9000244140625,1542.5999755859375,1554.8499755859375,105464,Healthcare
2025-03-18,1556.75,1556.75,1556.75,1556.75,0,Healthcare
2025-03-19,1582.5,1604.75,1556.6500244140625,1594.0,149477,Healthcare
2025-03-20,1591.6500244140625,1600.0,1564.449951171875,1598.0,331371,Healthcare
2025-03-21,1585.4000244140625,1684.9000244140625,1512.300048828125,1606.25,3976802,Healthcare
2025-03-24,1610.199951171875,1660.0,1602.0,1641.050048828125,156702,Healthcare
2025-03-25,1634.0,1642.0,1617.4000244140625,1623.949951171875,728952,Healthcare
2025-03-26,1623.0999755859375,1648.0,1607.4000244140625,1633.6500244140625,97701,Healthcare
2025-03-27,1604.8499755859375,1632.9000244140625,1585.0,1605.0,108429,Healthcare
2025-03-28,1592.4000244140625,1633.949951171875,1580.300048828125,1615.9000244140625,60089,Healthcare
2025-04-01,1553.550048828125,1613.4000244140625,1548.4000244140625,1605.550048828125,191637,Healthcare
2025-04-02,1535.0999755859375,1561.699951171875,1528.199951171875,1561.699951171875,86967,Healthcare
2025-04-03,1559.5,1767.699951171875,1541.5999755859375,1767.699951171875,2510488,Healthcare
2025-04-04,1474.8499755859375,1570.0,1463.0,1564.6500244140625,515601,Healthcare
2025-04-07,1415.800048828125,1448.75,1277.800048828125,1300.0,249392,Healthcare
2025-04-08,1425.5,1460.699951171875,1420.0,1441.949951171875,211217,Healthcare
2025-04-09,1392.800048828125,1402.9000244140625,1342.0,1390.0,389590,Healthcare
