Date,Close,High,Low,Open,Volume,Sector
2025-01-13,6251.7998046875,6537.2998046875,6228.14990234375,6451.0498046875,282470,Capital Goods
2025-01-14,6474.7001953125,6508.35009765625,6185.5498046875,6259.89990234375,566958,Capital Goods
2025-01-15,6450.7998046875,6599.0,6390.14990234375,6500.0,325741,Capital Goods
2025-01-16,6665.35009765625,6710.0,6522.2998046875,6522.2998046875,213590,Capital Goods
2025-01-17,6779.7001953125,6824.0,6592.0,6592.0,358371,Capital Goods
2025-01-20,6807.5498046875,6825.0,6700.0,6790.0,138197,Capital Goods
2025-01-21,6559.64990234375,6821.60009765625,6526.35009765625,6820.0,380639,Capital Goods
2025-01-22,6164.35009765625,6605.9501953125,5982.0,6597.89990234375,1654348,Capital Goods
2025-01-23,6250.89990234375,6464.0,6143.5498046875,6179.9501953125,1215099,Capital Goods
2025-01-24,5915.7998046875,6407.85009765625,5891.2001953125,6293.89990234375,1354910,Capital Goods
2025-01-27,5643.5,5879.14990234375,5590.0498046875,5879.14990234375,835702,Capital Goods
2025-01-28,5674.64990234375,5760.0,5485.9501953125,5650.9501953125,640961,Capital Goods
2025-01-29,5830.25,5906.0,5690.25,5705.5,430356,Capital Goods
2025-01-30,5788.4501953125,5889.89990234375,5729.2998046875,5870.0,475573,Capital Goods
2025-01-31,6037.9501953125,6053.60009765625,5718.60009765625,5809.9501953125,680372,Capital Goods
2025-02-01,5845.7001953125,6080.9501953125,5670.0,6080.9501953125,407366,Capital Goods
2025-02-03,5857.75,5919.7998046875,5745.0498046875,5834.4501953125,405813,Capital Goods
2025-02-04,5963.89990234375,5987.0,5860.0498046875,5866.7001953125,326464,Capital Goods
2025-02-05,6037.2998046875,6092.25,5964.5498046875,6039.0,341372,Capital Goods
2025-02-06,5859.0,6062.60009765625,5850.0,6058.39990234375,191057,Capital Goods
2025-02-07,5869.7001953125,5950.0,5828.0498046875,5889.89990234375,158629,Capital Goods
2025-02-10,5647.2001953125,5910.85009765625,5616.9501953125,5910.85009765625,540742,Capital Goods
2025-02-11,5508.0498046875,5667.0,5392.14990234375,5655.0,515222,Capital Goods
2025-02-12,5641.2998046875,5706.0,5374.0,5500.0498046875,695730,Capital Goods
2025-02-13,5550.9501953125,5704.75,5528.64990234375,5670.0,191040,Capital Goods
2025-02-14,5416.25,5597.9501953125,5354.0498046875,5582.2001953125,401884,Capital Goods
2025-02-17,5414.2001953125,5431.2001953125,5269.25,5379.4501953125,333358,Capital Goods
2025-02-18,5436.89990234375,5465.0,5290.0,5400.0,272045,Capital Goods
2025-02-19,5600.10009765625,5624.35009765625,5355.0498046875,5420.0,348483,Capital Goods
2025-02-20,5756.25,5783.85009765625,5550.39990234375,5574.0,288846,Capital Goods
2025-02-21,5840.10009765625,5869.14990234375,5751.0,5756.25,603944,Capital Goods
2025-02-24,5841.2998046875,5852.0,5714.0,5771.0,450544,Capital Goods
2025-02-25,5765.60009765625,5837.0498046875,5731.0,5823.25,141031,Capital Goods
2025-02-27,4679.5498046875,5400.0,4656.0,5400.0,5050980,Capital Goods
2025-02-28,4713.39990234375,4907.0,4555.0,4650.0,6042777,Capital Goods
2025-03-03,4870.85009765625,4937.7998046875,4581.0498046875,4830.75,4415862,Capital Goods
2025-03-04,4905.14990234375,4964.0,4795.89990234375,4840.0,1108919,Capital Goods
2025-03-05,5071.2998046875,5085.0,4900.0,4900.0,1164455,Capital Goods
2025-03-06,5076.60009765625,5155.0,5035.5498046875,5144.2001953125,535365,Capital Goods
2025-03-07,5063.4501953125,5105.89990234375,4998.7001953125,5075.0,370527,Capital Goods
2025-03-10,4940.4501953125,5109.9501953125,4912.5498046875,5079.0,372497,Capital Goods
2025-03-11,4907.85009765625,4935.0,4810.0,4870.2998046875,302464,Capital Goods
2025-03-12,5008.75,5020.0,4900.0,4947.2998046875,377661,Capital Goods
2025-03-13,5003.10009765625,5114.0,4960.0,5100.0,449569,Capital Goods
2025-03-17,5019.60009765625,5074.85009765625,4894.2001953125,5003.10009765625,518771,Capital Goods
2025-03-18,5019.60009765625,5019.60009765625,5019.60009765625,5019.60009765625,0,Capital Goods
2025-03-19,5438.39990234375,5456.10009765625,5165.0,5210.0,644101,Capital Goods
2025-03-20,5083.39990234375,5242.0498046875,4913.64990234375,5225.0,4100652,Capital Goods
2025-03-21,4992.2998046875,5139.0,4980.0,5100.0,1428921,Capital Goods
2025-03-24,5025.4501953125,5061.7001953125,4977.0498046875,5020.0,1060661,Capital Goods
2025-03-25,5152.14990234375,5198.7998046875,5060.0,5069.7998046875,1184080,Capital Goods
2025-03-26,5150.85009765625,5221.0,5112.89990234375,5168.0,475269,Capital Goods
2025-03-27,5216.5498046875,5255.0,4990.0,5138.0498046875,633018,Capital Goods
2025-03-28,5147.9501953125,5258.0,5107.5498046875,5235.64990234375,449930,Capital Goods
2025-04-01,5102.60009765625,5159.7001953125,5062.4501953125,5091.0,281666,Capital Goods
2025-04-02,5285.75,5305.0,4985.0,5112.0,661417,Capital Goods
2025-04-03,5203.75,5264.89990234375,5164.60009765625,5200.0,320013,Capital Goods
2025-04-04,5040.75,5203.0,4981.0,5203.0,421875,Capital Goods
2025-04-07,4934.60009765625,4964.0,4567.0,4650.0,497046,Capital Goods
2025-04-08,4986.14990234375,5100.0,4925.0,4990.0,283588,Capital Goods
2025-04-09,5005.0,5028.2998046875,4890.0,4985.60009765625,195312,Capital Goods
