Date,Close,High,Low,Open,Volume,Sector,return_ratio,pct_change_open,pct_change_high,pct_change_low,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30,up_or_down
2022-01-10,295.24493408203125,301.1963709476647,292.6340834643885,293.03137875043734,953885,Capital Goods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2022-01-11,290.91510009765625,296.59895072353765,289.78804460291894,294.3286569314469,542585,Capital Goods,-0.014665227018499816,0.004427096465032143,-0.015263863271864908,-0.009725589130891055,0.0,0.0,0.0,0.0,0.0,0.0,0
2022-01-12,305.5099182128906,309.4099737541856,293.35566807333913,293.35566807333913,6157190,Capital Goods,0.05016865095808054,-0.003305790432544975,0.0431930827786009,0.01231114787812837,0.0,0.0,0.0,0.0,0.0,0.0,1
2022-01-13,308.3558959960937,315.5316826098605,304.86936790975847,308.1126590577346,3208600,Capital Goods,0.009315500458547676,0.050304093598444455,0.01978510511926279,0.03924826103425039,0.0,0.0,0.0,0.0,0.0,0.0,1
2022-01-14,303.24774169921875,309.4100002227252,301.78827048717613,302.8017990356361,1308640,Capital Goods,-0.01656577468828313,-0.01723674722856272,-0.019401165475685267,-0.010106287304975647,300.65471801757815,0.0,0.0,0.0,0.0,0.0,0
2022-01-17,299.2098083496094,307.53697399693755,295.9503097366393,304.220711851676,1423045,Capital Goods,-0.01331562545852183,0.004685945792128221,-0.006053541334925749,-0.019344558160304226,301.44769287109375,0.0,0.0,0.0,0.0,0.0,0
2022-01-18,289.4313049316406,307.95049504525167,287.8420991436594,300.3287655379231,2247315,Capital Goods,-0.03268109248124362,-0.012793166809925927,0.001344622218719671,-0.027397202591864955,301.15093383789065,0.0,0.0,0.0,0.0,0.0,0
2022-01-19,282.2636413574219,289.7799848741573,280.7474066150875,287.03128358625554,1448235,Capital Goods,-0.024764645192446033,-0.0442764179709868,-0.05900464673201544,-0.024647862663866316,296.5016784667969,0.0,0.0,0.0,0.0,0.0,0
2022-01-20,279.7582092285156,285.4096455289046,276.16626991234983,283.6015016506845,1002495,Capital Goods,-0.008876212738053946,-0.011949157223276496,-0.015081577656754441,-0.016317645665801517,290.7821411132812,0.0,0.0,0.0,0.0,0.0,0
2022-01-21,270.06884765625,278.9230435302466,268.5445215756976,278.76086907231536,1131170,Capital Goods,-0.034634771215421356,-0.017068430703626514,-0.022727339808847002,-0.02759840417539483,284.1463623046875,292.4005401611328,0.0,0.0,0.0,0.0,0
