Date,Close,High,Low,Open,Volume,Sector,return_ratio,pct_change_open,pct_change_high,pct_change_low,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30,up_or_down
2022-01-10,480.6246643066406,490.0413167958346,478.8912428400113,479.03178434392055,615139,Capital Goods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2022-01-11,473.4567565917969,484.23204420774766,471.3017105063696,483.48247042005306,843968,Capital Goods,-0.014913732580046246,0.009291003690346189,-0.011854658758308823,-0.015848133468953862,0.0,0.0,0.0,0.0,0.0,0.0,0
2022-01-12,510.1864318847656,515.246154911214,477.8605698094224,477.8605698094224,5361285,Capital Goods,0.0775776769083818,-0.01162793059642131,0.06404803456204267,0.013916476763909724,0.0,0.0,0.0,0.0,0.0,0.0,1
2022-01-13,520.3526000976562,533.142419144213,513.4658096503142,515.1992023730636,4218108,Capital Goods,0.019926379020575036,0.07813708626039695,0.03473342607686769,0.07450968355705045,0.0,0.0,0.0,0.0,0.0,0.0,1
2022-01-14,518.338134765625,524.709597005791,509.0619958001782,520.3526105122735,1182999,Capital Goods,-0.003871346720768165,0.010002748675604911,-0.01581720350062965,-0.008576644768490405,500.5917175292969,0.0,0.0,0.0,0.0,0.0,0
2022-01-17,519.6030883789062,527.5205936286802,510.3738433197202,519.087759982751,1199546,Capital Goods,0.0024404023714235112,-0.0024307565753870497,0.005357242632743731,0.0025769896994176644,508.38740234375,0.0,0.0,0.0,0.0,0.0,1
2022-01-18,504.9393615722656,536.8904083748974,500.3949669088586,520.0247410961049,2478777,Capital Goods,-0.028221015491631363,0.0018050533755313847,0.017761988554351404,-0.01955209214083964,514.6839233398438,0.0,0.0,0.0,0.0,0.0,0
2022-01-19,505.0798645019531,515.0587403201697,494.5856602981675,505.0330268648672,1336225,Capital Goods,0.00027825703516159983,-0.028828848026803966,-0.040663173925586715,-0.011609442530122749,513.6626098632812,0.0,0.0,0.0,0.0,0.0,1
2022-01-20,499.832763671875,514.3559760809644,495.66318480053593,507.84394359525606,964552,Capital Goods,-0.010388655733192143,0.005565807741007234,-0.001364435129803776,0.002178640807577903,509.558642578125,0.0,0.0,0.0,0.0,0.0,0
2022-01-21,482.9671020507813,498.3335635878273,478.32903241429113,496.60017077291735,771159,Capital Goods,-0.03374260922232275,-0.02214021248877951,-0.031150435181519165,-0.03497163581600349,502.48443603515625,501.53807678222654,0.0,0.0,0.0,0.0,0
2022-01-24,455.0919189453125,483.5761217912382,450.21960378294807,482.54546503271234,1053620,Capital Goods,-0.05771652559171181,-0.02830185442411348,-0.029613581895509222,-0.05876588441530528,489.5822021484375,498.98480224609375,0.0,0.0,0.0,0.0,0
2022-01-25,465.3987121582031,471.2079801726223,432.9791472588765,443.2859435301164,1118453,Capital Goods,0.022647717491395714,-0.08135921762301601,-0.025576410954292972,-0.0382934380893446,481.674072265625,498.1789978027344,0.0,0.0,0.0,0.0,1
2022-01-27,456.91900634765625,469.427714642336,452.0935575148246,461.9318629115203,707706,Capital Goods,-0.01822030355697324,0.04206296106056673,-0.0037780886682651227,0.044146260569264184,472.0419006347656,492.8522552490234,0.0,0.0,0.0,0.0,0
2022-01-28,456.8721618652344,474.53426796015873,453.49902291803744,462.4003467149824,698944,Capital Goods,-0.00010252250786479955,0.0010141837813681942,0.010878252728885984,0.003108793257171616,463.4497802734375,486.50421142578125,0.0,0.0,0.0,0.0,0
2022-01-31,456.2162780761719,465.5392552641103,453.4990374960067,463.0562600545525,569987,Capital Goods,-0.0014355958708116567,0.0014184966430710322,-0.018955454438969288,3.214553623287486e-08,458.0996154785156,480.2920257568359,487.0585896809896,0.0,0.0,0.0,0
2022-02-01,495.8506164550781,501.1914223913263,453.4990416258141,459.3551759443293,2199257,Capital Goods,0.0868762038611186,-0.007992730969207051,0.07658251527465665,9.106540632686233e-09,466.25135498046876,477.9167785644531,488.0736531575521,0.0,0.0,0.0,1
2022-02-02,510.7955017089844,514.8245108325054,497.5371902422575,498.4741717681374,2079740,Capital Goods,0.030139894472149376,0.08516067277001582,0.027201360262974594,0.09710747890131088,475.330712890625,478.502392578125,490.5629028320312,0.0,0.0,0.0,1
2022-02-03,501.9878234863281,510.65490209995113,498.6615506994025,510.65490209995113,798778,Capital Goods,-0.017243061446680974,0.024436031035685257,-0.008099087445956665,0.0022598520858259086,484.3444763183594,478.1931884765625,490.0163289388021,0.0,0.0,0.0,0
2022-02-04,505.1267395019531,519.0877877149392,497.5840493312231,504.4708981566155,1253197,Capital Goods,0.006252972420376812,-0.012109947281237043,0.016513864021102664,-0.002160786943906312,493.9953918457031,478.7225860595703,489.0012715657552,0.0,0.0,0.0,1
2022-02-07,490.1349792480469,508.3592800975914,485.4969667683326,505.1266826202073,670872,Capital Goods,-0.029679205398407293,0.001299945083032883,-0.020668002351924675,-0.02429153944772977,500.7791320800781,479.4393737792969,487.1210611979167,490.48872528076174,0.0,0.0,0
2022-02-08,497.2092590332031,504.2366203281859,475.04962354083256,492.5243515032147,1354117,Capital Goods,0.014433329765627834,-0.024948852536598287,-0.00810973642226831,-0.021518864056024545,501.0508605957031,483.65110778808594,485.6281392415365,491.31795501708984,0.0,0.0,1
