Date,Close,High,Low,Open,Volume,Sector,return_ratio,pct_change_open,pct_change_high,pct_change_low,ma_5,ma_10,ma_15,ma_20,ma_25,ma_30,up_or_down
2022-01-10,2908.971923828125,2942.8540246911625,2898.032798280932,2904.1800739746227,42509,Information Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2022-01-11,2922.670166015625,2935.158046014656,2909.359340444153,2935.158046014656,40042,Information Technology,0.00470896335413018,0.010666684313978214,-0.0026151411561482485,0.003908355409207198,0.0,0.0,0.0,0.0,0.0,0.0,1
2022-01-12,3145.856201171875,3164.58825740393,2924.5578187675296,2942.9025091795497,259514,Information Technology,0.07636374359016762,0.00263851657848857,0.0781662206233813,0.005223994888529759,0.0,0.0,0.0,0.0,0.0,0.0,1
2022-01-13,3118.84765625,3193.63029967215,3073.5908461531,3145.22729422092,99174,Information Technology,-0.008585435313862688,0.0687500807146264,0.009177194600363148,0.050959166007658485,0.0,0.0,0.0,0.0,0.0,0.0,0
2022-01-14,3082.786865234375,3146.194791022678,3062.94163655254,3131.673891987189,41783,Information Technology,-0.011562216238218959,-0.004309196431887208,-0.014853162137878573,-0.0034647453527812955,3035.8265625,0.0,0.0,0.0,0.0,0.0,0
2022-01-17,3117.1533203125,3158.6830013783083,3087.433924433978,3158.6830013783083,56482,Information Technology,0.011147853088933068,0.008624496139341131,0.0039693061571597354,0.007996328623814497,3077.462841796875,0.0,0.0,0.0,0.0,0.0,1
2022-01-18,3042.46728515625,3209.1187097387624,3006.358602028496,3124.897494732044,121826,Information Technology,-0.023959692540488353,-0.010696073848348142,0.015967321930832057,-0.026259775719846612,3101.422265625,0.0,0.0,0.0,0.0,0.0,0
2022-01-19,3116.0400390625,3166.524273744521,2971.9442128999326,3048.420953231885,118773,Information Technology,0.024181937556140953,-0.024473296045416926,-0.013272938724572358,-0.0114472003124787,3095.459033203125,0.0,0.0,0.0,0.0,0.0,1
2022-01-20,2763.230712890625,2901.276180584696,2688.0609390852696,2889.659459140913,529136,Information Technology,-0.11322361771642131,-0.05207991170729087,-0.08376632238670967,-0.09552106415135508,3024.33564453125,0.0,0.0,0.0,0.0,0.0,0
2022-01-21,2755.48583984375,2816.957648736802,2729.929150841069,2753.9855359449853,133070,Information Technology,-0.002802832572301961,-0.04695152668137004,-0.029062566470628437,0.01557561852375522,2958.875439453125,2997.3510009765623,0.0,0.0,0.0,0.0,0
2022-01-24,2607.178955078125,2770.44240400756,2552.532019321847,2755.485689021333,117677,Information Technology,-0.0538224086007405,0.00054472075352896,-0.01651258220019769,-0.06498232068204668,2856.88056640625,2967.1717041015627,0.0,0.0,0.0,0.0,0
2022-01-25,2656.840576171875,2691.206704958212,2494.4485169068607,2568.263089300049,82222,Information Technology,0.019048029287372703,-0.06794540812432237,-0.02860037766341228,-0.022755249287888635,2779.755224609375,2940.5887451171875,0.0,0.0,0.0,0.0,1
2022-01-27,2515.35888671875,2631.1871753804107,2497.5948905376968,2613.762094748752,79463,Information Technology,-0.053251855125225345,0.01771586627486177,-0.022302088303816525,0.0012613503984990615,2659.618994140625,2877.539013671875,0.0,0.0,0.0,0.0,0
2022-01-28,2591.932373046875,2638.012126665212,2519.8603484961704,2519.8603484961704,72552,Information Technology,0.030442370165322252,-0.03592589640856658,0.002593867646004444,0.008914759572430153,2625.359326171875,2824.8474853515627,0.0,0.0,0.0,0.0,1
2022-01-31,2620.41943359375,2669.046230911399,2595.863267055096,2668.075633316688,41231,Information Technology,0.010990665050951032,0.05881884879412902,0.011764200752715448,0.030161559788137948,2598.346044921875,2778.6107421875,2864.3493489583334,0.0,0.0,0.0,1
