Date,Close,High,Low,Open,Volume,Sector
2022-01-10,111.62882232666016,113.1986510069286,111.39892666269893,112.18712962933664,1724257,Fast Moving Consumer Goods
2022-01-11,114.21674346923828,117.27101684651564,110.22320076716836,112.18713095394403,6222202,Fast Moving Consumer Goods
2022-01-12,119.45826721191406,120.8179093872482,116.2923310218484,116.9031886746358,10257007,Fast Moving Consumer Goods
2022-01-13,118.9590835571289,120.46322999455936,118.3942064864202,120.20050066875682,1784062,Fast Moving Consumer Goods
2022-01-14,121.99364471435548,122.1709900005145,116.87034814043288,119.30719399505836,3157447,Fast Moving Consumer Goods
2022-01-17,123.81307220458984,124.92969430585262,120.0297160761799,122.5979341304215,2209935,Fast Moving Consumer Goods
2022-01-18,121.28426361083984,124.79832065549694,120.20049020254956,124.79832065549694,2057535,Fast Moving Consumer Goods
2022-01-19,123.47809600830078,124.4042258711278,120.29902015736712,120.29902015736712,5923357,Fast Moving Consumer Goods
2022-01-20,123.47150421142578,123.74737295178116,122.21695540957748,123.56345795259112,1844752,Fast Moving Consumer Goods
2022-01-21,120.3121566772461,123.03801085902435,118.2431332888285,123.03801085902435,2728537,Fast Moving Consumer Goods
2022-01-24,118.31537628173828,119.80639065713568,115.36619621119765,119.01819521882756,3744727,Fast Moving Consumer Goods
2022-01-25,114.6436767578125,117.34982906279689,112.64033583417876,116.91631670974915,5195827,Fast Moving Consumer Goods
2022-01-27,113.50079345703124,116.25949637782564,111.01796684180488,114.66338872148393,4495965,Fast Moving Consumer Goods
2022-01-28,116.45653533935548,118.36792255347692,114.38094231395324,114.958958796638,2912865,Fast Moving Consumer Goods
2022-01-31,118.86711883544922,119.7801166887732,116.01646231556344,116.89661900619048,2079727,Fast Moving Consumer Goods
2022-02-01,120.5617446899414,121.12005194856307,117.74392945432096,119.67501830165874,1457565,Fast Moving Consumer Goods
2022-02-02,123.57003021240234,123.87874011782834,120.29900112147564,121.50757683586366,3474577,Fast Moving Consumer Goods
2022-02-03,124.2334442138672,124.6472548948837,119.55679194146836,122.43371991635436,8300595,Fast Moving Consumer Goods
2022-02-04,124.82459259033205,125.35662090225556,121.78345146844696,124.27284755481958,2453625,Fast Moving Consumer Goods
2022-02-07,123.67514038085938,125.803283884878,121.69807074106517,124.82460366922004,1919070,Fast Moving Consumer Goods
2022-02-08,124.22686767578124,125.21868728174148,123.4846529220751,123.62258730257447,3268387,Fast Moving Consumer Goods
2022-02-09,121.80315399169922,124.92968666374856,120.14793390755662,124.92968666374856,2889337,Fast Moving Consumer Goods
2022-02-10,117.09365844726562,121.84256242950752,116.43025798324526,121.80315153343524,5769735,Fast Moving Consumer Goods
2022-02-11,123.02487182617188,123.60288078635632,117.09366326814649,117.70452090712674,5198452,Fast Moving Consumer Goods
2022-02-14,119.71443939208984,123.48466365958264,118.05921916530912,122.09874248160118,3870667,Fast Moving Consumer Goods
2022-02-15,119.85237121582033,123.43211064145748,118.88682297220062,119.41228910302276,3797775,Fast Moving Consumer Goods
2022-02-16,123.35986328125,123.74739503730817,120.60773008792134,120.60773008792134,2381617,Fast Moving Consumer Goods
2022-02-17,122.25637817382812,124.92969702899066,121.77689266973243,122.82782495053164,2580187,Fast Moving Consumer Goods
2022-02-18,125.29752349853516,126.09885844816915,121.61269066400448,122.23668031588778,3830850,Fast Moving Consumer Goods
2022-02-21,123.5109405517578,127.29429694214548,122.17099995094694,125.6522161150918,3121312,Fast Moving Consumer Goods
2022-02-22,120.53546905517578,122.59136038528392,119.70786274797403,121.25141992107712,2158567,Fast Moving Consumer Goods
2022-02-23,121.0740737915039,123.09055420951483,120.33185150442222,121.51415588525911,1935870,Fast Moving Consumer Goods
2022-02-24,116.21350860595705,119.19553727589368,115.55667783903358,116.25948924020555,4357035,Fast Moving Consumer Goods
2022-02-25,122.45999145507812,123.39926068760148,116.52221332448148,116.52221332448148,1675755,Fast Moving Consumer Goods
2022-02-28,124.20716857910156,124.92968917476462,120.59458815136664,122.1709864734586,1986825,Fast Moving Consumer Goods
2022-03-02,128.19412231445312,133.31086328226863,122.5716395549937,124.141467909339,11629890,Fast Moving Consumer Goods
2022-03-03,129.30419921875,132.81168637409493,128.23355781230424,129.1334161590833,5283540,Fast Moving Consumer Goods
2022-03-04,122.35491180419922,128.85756012900902,120.98869980988756,128.85756012900902,1717005,Fast Moving Consumer Goods
2022-03-07,118.84740447998048,120.12166258463832,114.99836625721927,119.74070060373836,4014892,Fast Moving Consumer Goods
2022-03-08,119.60934448242188,121.51416203952576,118.39419887809052,119.91805442714576,2288872,Fast Moving Consumer Goods
2022-03-09,119.01819610595705,120.44352064833063,117.45492965606935,120.43695091223084,4233270,Fast Moving Consumer Goods
2022-03-10,121.17259979248048,123.3401541105756,119.54365858203514,121.3696542851402,4435995,Fast Moving Consumer Goods
2022-03-11,119.5896224975586,121.21857109952174,118.52555838651372,120.59458154064396,3747682,Fast Moving Consumer Goods
2022-03-14,118.15116119384766,119.58962508482752,117.17905080669703,119.58962508482752,3261682,Fast Moving Consumer Goods
