Date,Stock,Predicted_Return,Rank
2025-02-14,KNRCON,-0.20695509016513824,1
2025-02-14,ONGC,-0.20695509016513824,2
2025-02-14,GUJGASLTD,-0.20695509016513824,3
2025-02-14,SAPPHIRE,-0.20695507526397705,4
2025-02-14,ADANIGREEN,-0.20695507526397705,5
2025-02-14,HAVELLS,-0.2061435431241989,6
2025-02-14,GICRE,-0.20879465341567993,7
2025-02-14,HCLTECH,-0.20695507526397705,8
2025-02-14,NAM-INDIA,-0.20879465341567993,9
2025-02-14,SANOFI,-0.16004623472690582,10
2025-02-14,GLAXO,-0.2098299264907837,11
2025-02-14,CENTURYPLY,-0.2061435431241989,12
2025-02-14,TRIDENT,-0.20384521782398224,13
2025-02-14,CHAMBLFERT,-0.21093621850013733,14
2025-02-14,CHEMPLASTS,-0.21093624830245972,15
2025-02-14,SAIL,-0.20695507526397705,16
2025-02-14,LTTS,-0.20695509016513824,17
2025-02-14,LT,-0.20695509016513824,18
2025-02-14,NH,-0.2098299264907837,19
2025-02-14,ALOKINDS,-0.20384521782398224,20
2025-02-14,ASHOKLEY,-0.21182604134082794,21
2025-02-14,NCC,-0.20695509016513824,22
2025-02-14,HONAUT,-0.17542558908462524,23
2025-02-14,GLENMARK,-0.2098299115896225,24
2025-02-14,GRINFRA,-0.20695509016513824,25
2025-02-14,SAREGAMA,-0.20695509016513824,26
2025-02-14,SOLARINDS,-0.21093624830245972,27
2025-02-14,LATENTVIEW,-0.20695507526397705,28
2025-02-14,LAURUSLABS,-0.2098299264907837,29
2025-02-14,RAMCOCEM,-0.21029582619667053,30
2025-02-14,HINDALCO,-0.20695510506629944,31
2025-02-14,RAYMOND,-0.20695510506629944,32
2025-02-14,SCI,-0.21281889081001282,33
2025-02-14,APLLTD,-0.2098299115896225,34
2025-02-14,LTF,-0.20879465341567993,35
2025-02-14,SONACOMS,-0.21135297417640686,36
2025-02-14,ABFRL,-0.20695510506629944,37
2025-02-14,COROMANDEL,-0.21093624830245972,38
2025-02-14,PERSISTENT,-0.20695507526397705,39
2025-02-14,JUBLINGREA,-0.21093623340129852,40
2025-02-14,MAHABANK,-0.20879465341567993,41
2025-02-14,UTIAMC,-0.20879465341567993,42
2025-02-14,JUSTDIAL,-0.20695507526397705,43
2025-02-14,RKFORGE,-0.21135297417640686,44
2025-02-14,IDEA,-0.20695507526397705,45
2025-02-14,JWL,-0.21182604134082794,46
2025-02-14,JYOTHYLAB,-0.21300360560417175,47
2025-02-14,PGHH,-0.13459770381450653,48
2025-02-14,ROUTE,-0.20695507526397705,49
2025-02-14,UNOMINDA,-0.21135297417640686,50
2025-02-14,KALYANKJIL,-0.2061435580253601,51
2025-02-14,KARURVYSYA,-0.20879465341567993,52
2025-02-14,KIMS,-0.2098299115896225,53
2025-02-14,KOTAKBANK,-0.20879465341567993,54
2025-02-14,APTUS,-0.20879465341567993,55
2025-02-14,ADANIPOWER,-0.20695507526397705,56
2025-02-14,YESBANK,-0.20879465341567993,57
2025-02-14,SBILIFE,-0.20879465341567993,58
2025-02-14,SOBHA,-0.20695510506629944,59
2025-02-14,SJVN,-0.20695507526397705,60
2025-02-14,AMBUJACEM,-0.21029582619667053,61
2025-02-14,POLICYBZR,-0.20879465341567993,62
2025-02-14,CEATLTD,-0.21135297417640686,63
2025-02-14,SHREECEM,-0.13415861129760742,64
2025-02-14,LICHSGFIN,-0.20879465341567993,65
2025-02-14,NATCOPHARM,-0.2098299264907837,66
2025-02-14,GRAPHITE,-0.21182604134082794,67
2025-02-14,ABBOTINDIA,-0.17843012511730194,68
2025-02-14,APOLLOTYRE,-0.21135297417640686,69
2025-02-14,AARTIIND,-0.21093623340129852,70
2025-02-14,EMAMILTD,-0.21300357580184937,71
2025-02-14,ZFCVINDIA,-0.18267366290092468,72
2025-02-14,INDUSTOWER,-0.20695507526397705,73
2025-02-14,CENTRALBK,-0.20879465341567993,74
2025-02-14,IRCON,-0.20695509016513824,75
2025-02-14,IRCTC,-0.20695510506629944,76
2025-02-14,IRFC,-0.20879465341567993,77
2025-02-14,LTIM,-0.20695507526397705,78
2025-02-14,SBICARD,-0.20879465341567993,79
2025-02-14,COALINDIA,-0.20695509016513824,80
2025-02-14,WIPRO,-0.20695509016513824,81
2025-02-14,ITI,-0.20695507526397705,82
2025-02-14,POWERINDIA,-0.21182604134082794,83
2025-02-14,ISEC,-0.20879465341567993,84
2025-02-14,APLAPOLLO,-0.21182604134082794,85
2025-02-14,ABSLAMC,-0.20879465341567993,86
2025-02-14,BAJFINANCE,-0.20879465341567993,87
2025-02-14,IRB,-0.20695509016513824,88
2025-02-14,TECHM,-0.20695509016513824,89
2025-02-14,GESHIP,-0.21281887590885162,90
2025-02-14,NETWORK18,-0.20695507526397705,91
2025-02-14,PFIZER,-0.208758145570755,92
2025-02-14,DRREDDY,-0.2098299115896225,93
2025-02-14,IOB,-0.20879465341567993,94
2025-02-14,INTELLECT,-0.20695507526397705,95
2025-02-14,PNCINFRA,-0.20695509016513824,96
2025-02-14,LUPIN,-0.2098299264907837,97
2025-02-14,PETRONET,-0.20695509016513824,98
2025-02-14,ELECON,-0.21182604134082794,99
2025-02-14,TIINDIA,-0.21135297417640686,100
2025-02-14,BAJAJFINSV,-0.20879465341567993,101
2025-02-14,VIPIND,-0.2061435431241989,102
2025-02-14,UJJIVANSFB,-0.20879465341567993,103
2025-02-14,PIIND,-0.21093623340129852,104
2025-02-14,POWERGRID,-0.20695507526397705,105
2025-02-14,INDIANB,-0.20879465341567993,106
2025-02-14,INDIAMART,-0.20695510506629944,107
2025-02-14,APARINDS,-0.21182604134082794,108
2025-02-14,INDIACEM,-0.21029581129550934,109
2025-02-14,TCS,-0.20695507526397705,110
2025-02-14,BAJAJHLDNG,-0.20879465341567993,111
2025-02-14,ZENSARTECH,-0.20695507526397705,112
2025-02-14,NBCC,-0.20695509016513824,113
2025-02-14,TORNTPHARM,-0.2098299264907837,114
2025-02-14,GNFC,-0.21093623340129852,115
2025-02-14,NYKAA,-0.20695510506629944,116
2025-02-14,NEWGEN,-0.20695509016513824,117
2025-02-14,GODFRYPHLP,-0.21300360560417175,118
2025-02-14,MOTILALOFS,-0.20879465341567993,119
2025-02-14,ANANDRATHI,-0.20879465341567993,120
2025-02-14,GODREJCP,-0.21300360560417175,121
2025-02-14,FINPIPE,-0.21182604134082794,122
2025-02-14,M&M,-0.21135297417640686,123
2025-02-14,GODREJPROP,-0.20695510506629944,124
2025-02-14,TRENT,-0.20695510506629944,125
2025-02-14,RAJESHEXPO,-0.2061435580253601,126
2025-02-14,PEL,-0.20879465341567993,127
2025-02-14,GPIL,-0.21182604134082794,128
2025-02-14,STARHEALTH,-0.20879465341567993,129
2025-02-14,SUNDARMFIN,-0.20879465341567993,130
2025-02-14,VIJAYA,-0.2098299264907837,131
2025-02-14,RENUKA,-0.21300360560417175,132
2025-02-14,CREDITACC,-0.20879465341567993,133
2025-02-14,INFY,-0.20695507526397705,134
2025-02-14,METROBRAND,-0.2061435431241989,135
2025-02-14,SUNPHARMA,-0.2098299264907837,136
2025-02-14,RTNINDIA,-0.20695510506629944,137
2025-02-14,OFSS,-0.20695509016513824,138
2025-02-14,KIRLOSBROS,-0.21182604134082794,139
2025-02-14,SUNTV,-0.20695509016513824,140
2025-02-14,KPITTECH,-0.20695507526397705,141
2025-02-14,SUVENPHAR,-0.2098299264907837,142
2025-02-14,PCBL,-0.21093623340129852,143
2025-02-14,MMTC,-0.21281889081001282,144
2025-02-14,UBL,-0.21300357580184937,145
2025-02-14,VBL,-0.21300357580184937,146
2025-02-14,CUMMINSIND,-0.21182604134082794,147
2025-02-14,UCOBANK,-0.20879465341567993,148
2025-02-14,KANSAINER,-0.2061435580253601,149
2025-02-14,ACC,-0.21029582619667053,150
2025-02-14,METROPOLIS,-0.2098299264907837,151
2025-02-14,MCX,-0.20879465341567993,152
2025-02-14,LINDEINDIA,-0.21093623340129852,153
2025-02-14,FEDERALBNK,-0.20879465341567993,154
2025-02-14,TTML,-0.20695507526397705,155
2025-02-14,NMDC,-0.20695507526397705,156
2025-02-14,WESTLIFE,-0.20695510506629944,157
2025-02-14,VINATIORGA,-0.21093624830245972,158
