Date,Stock,Predicted_Return,Rank
2025-01-28,INDUSTOWER,-0.20701894164085388,1
2025-01-28,HAVELLS,-0.21137036383152008,2
2025-01-28,JKLAKSHMI,-0.21084624528884888,3
2025-01-28,TATAPOWER,-0.20701894164085388,4
2025-01-28,ADANIENT,-0.20701894164085388,5
2025-01-28,JKCEMENT,-0.21084626019001007,6
2025-01-28,CEATLTD,-0.2098059356212616,7
2025-01-28,LALPATHLAB,-0.21111194789409637,8
2025-01-28,OLECTRA,-0.2098059356212616,9
2025-01-28,TRENT,-0.20701894164085388,10
2025-01-28,CANBK,-0.20838786661624908,11
2025-01-28,CIEINDIA,-0.2098059356212616,12
2025-01-28,SUMICHEM,-0.20753571391105652,13
2025-01-28,CHOLAHLDNG,-0.20838788151741028,14
2025-01-28,CHOLAFIN,-0.20838786661624908,15
2025-01-28,TITAN,-0.2113703489303589,16
2025-01-28,REDINGTON,-0.2114066183567047,17
2025-01-28,POWERGRID,-0.20701894164085388,18
2025-01-28,GODREJCP,-0.21002821624279022,19
2025-01-28,ALKEM,-0.21111194789409637,20
2025-01-28,SPARC,-0.21111194789409637,21
2025-01-28,PFIZER,-0.21832337975502014,22
2025-01-28,LAURUSLABS,-0.21111194789409637,23
2025-01-28,FSL,-0.2114066183567047,24
2025-01-28,JINDALSTEL,-0.20701894164085388,25
2025-01-28,TTML,-0.20701894164085388,26
2025-01-28,TORNTPOWER,-0.20701894164085388,27
2025-01-28,RELIANCE,-0.20701894164085388,28
2025-01-28,RBLBANK,-0.2083878368139267,29
2025-01-28,MOTILALOFS,-0.20838788151741028,30
2025-01-28,KPRMILL,-0.2034730613231659,31
2025-01-28,MMTC,-0.2114066183567047,32
2025-01-28,TIINDIA,-0.2098059356212616,33
2025-01-28,SCHAEFFLER,-0.2098059356212616,34
2025-01-28,PRESTIGE,-0.20701894164085388,35
2025-01-28,TECHNOE,-0.20701894164085388,36
2025-01-28,ABSLAMC,-0.20838788151741028,37
2025-01-28,CANFINHOME,-0.20838786661624908,38
2025-01-28,GRANULES,-0.21111194789409637,39
2025-01-28,KOTAKBANK,-0.2083878368139267,40
2025-01-28,RENUKA,-0.21002820134162903,41
2025-01-28,MUTHOOTFIN,-0.2083878368139267,42
2025-01-28,JINDALSAW,-0.21187789738178253,43
2025-01-28,LT,-0.20701894164085388,44
2025-01-28,JBMA,-0.2098059356212616,45
2025-01-28,AIAENG,-0.21187791228294373,46
2025-01-28,KANSAINER,-0.21137036383152008,47
2025-01-28,GLAND,-0.21111194789409637,48
2025-01-28,M&MFIN,-0.2083878368139267,49
2025-01-28,NAM-INDIA,-0.2083878368139267,50
2025-01-28,JBCHEPHARM,-0.21111194789409637,51
2025-01-28,J&KBANK,-0.20838786661624908,52
2025-01-28,ITI,-0.20701894164085388,53
2025-01-28,ZOMATO,-0.20701894164085388,54
2025-01-28,SCI,-0.2114066183567047,55
2025-01-28,AMBUJACEM,-0.21084626019001007,56
2025-01-28,NAUKRI,-0.20701894164085388,57
2025-01-28,TRIDENT,-0.2034730613231659,58
2025-01-28,TRITURBINE,-0.21187792718410492,59
2025-01-28,TATAINVEST,-0.2083878368139267,60
2025-01-28,SHYAMMETL,-0.21187792718410492,61
2025-01-28,MPHASIS,-0.20701894164085388,62
2025-01-28,COROMANDEL,-0.2075357288122177,63
2025-01-28,TORNTPHARM,-0.21111194789409637,64
2025-01-28,RCF,-0.20753571391105652,65
2025-01-28,ONGC,-0.20701894164085388,66
2025-01-28,DATAPATTNS,-0.21187792718410492,67
2025-01-28,AARTIIND,-0.2075357288122177,68
2025-01-28,SHRIRAMFIN,-0.2083878368139267,69
2025-01-28,ABBOTINDIA,-0.17534731328487396,70
2025-01-28,BSE,-0.20838786661624908,71
2025-01-28,NYKAA,-0.20701894164085388,72
2025-01-28,ITC,-0.21002820134162903,73
2025-01-28,AUBANK,-0.20838788151741028,74
2025-01-28,ISEC,-0.20838786661624908,75
2025-01-28,IRFC,-0.20838786661624908,76
2025-01-28,IRCTC,-0.20701894164085388,77
2025-01-28,RTNINDIA,-0.20701894164085388,78
2025-01-28,UBL,-0.21002820134162903,79
2025-01-28,ASTERDM,-0.21111194789409637,80
2025-01-28,NMDC,-0.20701894164085388,81
2025-01-28,IRCON,-0.20701894164085388,82
2025-01-28,MANAPPURAM,-0.20838788151741028,83
2025-01-28,JPPOWER,-0.20701894164085388,84
2025-01-28,SHREECEM,-0.11127129197120667,85
2025-01-28,ABCAPITAL,-0.20838786661624908,86
2025-01-28,ASAHIINDIA,-0.2098059356212616,87
2025-01-28,KIRLOSENG,-0.21187789738178253,88
2025-01-28,TATAMOTORS,-0.2098059356212616,89
2025-01-28,EXIDEIND,-0.2098059356212616,90
2025-01-28,GRINFRA,-0.20701894164085388,91
2025-01-28,GODREJPROP,-0.20701897144317627,92
2025-01-28,AUROPHARMA,-0.21111194789409637,93
2025-01-28,IRB,-0.20701894164085388,94
2025-01-28,KPITTECH,-0.20701894164085388,95
2025-01-28,MCX,-0.20838788151741028,96
2025-01-28,SAIL,-0.20701894164085388,97
2025-01-28,GPIL,-0.21187791228294373,98
2025-01-28,ANANDRATHI,-0.20838788151741028,99
2025-01-28,TATASTEEL,-0.20701894164085388,100
2025-01-28,AVANTIFEED,-0.21002820134162903,101
2025-01-28,NHPC,-0.20701894164085388,102
2025-01-28,SUNPHARMA,-0.21111194789409637,103
2025-01-28,GODREJAGRO,-0.21002820134162903,104
2025-01-28,METROPOLIS,-0.21111194789409637,105
2025-01-28,IPCALAB,-0.21111194789409637,106
2025-01-28,IOC,-0.20701894164085388,107
2025-01-28,SBICARD,-0.2083878368139267,108
2025-01-28,IOB,-0.20838786661624908,109
2025-01-28,WIPRO,-0.20701895654201508,110
2025-01-28,BLS,-0.20701894164085388,111
2025-01-28,NH,-0.21111194789409637,112
2025-01-28,PEL,-0.20838788151741028,113
2025-01-28,WHIRLPOOL,-0.2113703489303589,114
2025-01-28,FORTIS,-0.21111194789409637,115
2025-01-28,GRASIM,-0.21084624528884888,116
2025-01-28,GRINDWELL,-0.21187792718410492,117
2025-01-28,ENGINERSIN,-0.20701894164085388,118
2025-01-28,RADICO,-0.21002820134162903,119
2025-01-28,SBILIFE,-0.2083878368139267,120
2025-01-28,GAEL,-0.21002820134162903,121
2025-01-28,EMAMILTD,-0.21002820134162903,122
2025-01-28,POWERINDIA,-0.21187792718410492,123
2025-01-28,ELECON,-0.21187791228294373,124
2025-01-28,STARHEALTH,-0.2083878368139267,125
2025-01-28,MINDACORP,-0.2098059356212616,126
2025-01-28,GSFC,-0.2075357288122177,127
