Date,Stock,Predicted_Return,Rank
2025-02-28,360ONE,,1
2025-02-28,NHPC,,2
2025-02-28,NH,,3
2025-02-28,NEWGEN,,4
2025-02-28,NETWORK18,,5
2025-02-28,NESTLEIND,,6
2025-02-28,NCC,,7
2025-02-28,NBCC,,8
2025-02-28,NAVINFLUOR,,9
2025-02-28,NAUKRI,,10
2025-02-28,NATIONALUM,,11
2025-02-28,NATCOPHARM,,12
2025-02-28,NIACL,,13
2025-02-28,NAM-INDIA,,14
2025-02-28,MRPL,,15
2025-02-28,MRF,,16
2025-02-28,MPHASIS,,17
2025-02-28,MOTILALOFS,,18
2025-02-28,MOTHERSON,,19
2025-02-28,MMTC,,20
2025-02-28,MINDACORP,,21
2025-02-28,MGL,,22
2025-02-28,MFSL,,23
2025-02-28,METROPOLIS,,24
2025-02-28,METROBRAND,,25
2025-02-28,MUTHOOTFIN,,26
2025-02-28,NMDC,,27
2025-02-28,PEL,,28
2025-02-28,NTPC,,29
2025-02-28,POLYCAB,,30
2025-02-28,POLICYBZR,,31
2025-02-28,PNCINFRA,,32
2025-02-28,PNBHOUSING,,33
2025-02-28,PNB,,34
2025-02-28,PIIND,,35
2025-02-28,PIDILITIND,,36
2025-02-28,PGHH,,37
2025-02-28,PFIZER,,38
2025-02-28,PFC,,39
2025-02-28,PETRONET,,40
2025-02-28,POLYMED,,41
2025-02-28,PERSISTENT,,42
2025-02-28,PCBL,,43
2025-02-28,PAYTM,,44
2025-02-28,PATANJALI,,45
2025-02-28,PAGEIND,,46
2025-02-28,ONGC,,47
2025-02-28,OLECTRA,,48
2025-02-28,OIL,,49
2025-02-28,OFSS,,50
2025-02-28,OBEROIRLTY,,51
2025-02-28,NYKAA,,52
2025-02-28,NUVOCO,,53
2025-02-28,MCX,,54
2025-02-28,MAZDOCK,,55
2025-02-28,MAXHEALTH,,56
2025-02-28,LTF,,57
2025-02-28,KIMS,,58
2025-02-28,KEI,,59
2025-02-28,KEC,,60
2025-02-28,KARURVYSYA,,61
2025-02-28,KANSAINER,,62
2025-02-28,KALYANKJIL,,63
2025-02-28,KAJARIACER,,64
2025-02-28,JYOTHYLAB,,65
2025-02-28,JWL,,66
