Date,Stock,Predicted_Return,Rank
2025-02-12,TATACONSUM,-0.20858432352542877,1
2025-02-12,ZENSARTECH,-0.20665794610977173,2
2025-02-12,RAILTEL,-0.20665794610977173,3
2025-02-12,MOTHERSON,-0.2105690985918045,4
2025-02-12,AAVAS,-0.2129310667514801,5
2025-02-12,RAMCOCEM,-0.20996499061584473,6
2025-02-12,CDSL,-0.2129310667514801,7
2025-02-12,POWERGRID,-0.20665791630744934,8
2025-02-12,KEI,-0.21151629090309143,9
2025-02-12,METROPOLIS,-0.20945614576339722,10
2025-02-12,CENTURYPLY,-0.2099517285823822,11
2025-02-12,BANKBARODA,-0.2129310667514801,12
2025-02-12,HAL,-0.21151629090309143,13
2025-02-12,BAJAJHLDNG,-0.2129310667514801,14
2025-02-12,BAJFINANCE,-0.2129310667514801,15
2025-02-12,MCX,-0.2129310667514801,16
2025-02-12,INOXWIND,-0.21151629090309143,17
2025-02-12,ISEC,-0.2129310667514801,18
2025-02-12,TVSMOTOR,-0.2105691134929657,19
2025-02-12,ALKYLAMINE,-0.21364441514015198,20
2025-02-12,JMFINANCIL,-0.2129310667514801,21
2025-02-12,KIRLOSBROS,-0.21151629090309143,22
2025-02-12,RCF,-0.21364444494247437,23
2025-02-12,DEEPAKNTR,-0.21364441514015198,24
2025-02-12,REDINGTON,-0.20865923166275024,25
2025-02-12,NH,-0.20945614576339722,26
2025-02-12,NLCINDIA,-0.20665791630744934,27
2025-02-12,INDIGO,-0.20865921676158905,28
2025-02-12,INDIANB,-0.2129310667514801,29
2025-02-12,LEMONTREE,-0.20665794610977173,30
2025-02-12,RAYMOND,-0.20665794610977173,31
2025-02-12,M&M,-0.2105690985918045,32
2025-02-12,PNCINFRA,-0.20665794610977173,33
2025-02-12,JUBLPHARMA,-0.20945614576339722,34
2025-02-12,INDIACEM,-0.20996496081352234,35
2025-02-12,NTPC,-0.20665791630744934,36
2025-02-12,ACE,-0.21151629090309143,37
2025-02-12,CLEAN,-0.21364441514015198,38
2025-02-12,USHAMART,-0.21151629090309143,39
2025-02-12,SAIL,-0.20665791630744934,40
2025-02-12,IRCTC,-0.20665794610977173,41
2025-02-12,GODREJPROP,-0.20665794610977173,42
2025-02-12,QUESS,-0.20865923166275024,43
2025-02-12,LTIM,-0.20665794610977173,44
2025-02-12,RHIM,-0.21151629090309143,45
2025-02-12,RITES,-0.20665794610977173,46
2025-02-12,POWERINDIA,-0.21151629090309143,47
2025-02-12,VIJAYA,-0.20945614576339722,48
2025-02-12,LTF,-0.2129310667514801,49
2025-02-12,GPPL,-0.20865923166275024,50
2025-02-12,RKFORGE,-0.2105690985918045,51
2025-02-12,RELIANCE,-0.20665794610977173,52
2025-02-12,RECLTD,-0.2129310667514801,53
2025-02-12,ZEEL,-0.20665796101093292,54
2025-02-12,JUBLINGREA,-0.21364444494247437,55
2025-02-12,ABSLAMC,-0.2129310667514801,56
2025-02-12,GMDCLTD,-0.20665794610977173,57
2025-02-12,MOTILALOFS,-0.2129310667514801,58
2025-02-12,PERSISTENT,-0.20665794610977173,59
2025-02-12,PIIND,-0.21364444494247437,60
2025-02-12,JKTYRE,-0.2105690985918045,61
2025-02-12,LUPIN,-0.20945614576339722,62
2025-02-12,CGPOWER,-0.21151629090309143,63
2025-02-12,MINDACORP,-0.2105690985918045,64
2025-02-12,IRCON,-0.20665794610977173,65
2025-02-12,JYOTHYLAB,-0.20858432352542877,66
2025-02-12,CROMPTON,-0.2099517434835434,67
2025-02-12,ADANIPOWER,-0.20665791630744934,68
2025-02-12,JPPOWER,-0.20665791630744934,69
2025-02-12,ABFRL,-0.20665794610977173,70
2025-02-12,DMART,-0.20665796101093292,71
2025-02-12,GPIL,-0.21151629090309143,72
2025-02-12,TIMKEN,-0.21151629090309143,73
2025-02-12,AVANTIFEED,-0.20858433842658997,74
2025-02-12,TATAELXSI,-0.20665796101093292,75
2025-02-12,TATAINVEST,-0.16722585260868073,76
2025-02-12,TTML,-0.20665794610977173,77
2025-02-12,INTELLECT,-0.20665791630744934,78
2025-02-12,NAM-INDIA,-0.2129310667514801,79
2025-02-12,DATAPATTNS,-0.21151629090309143,80
2025-02-12,GAIL,-0.20665794610977173,81
2025-02-12,TCS,-0.20665794610977173,82
2025-02-12,LT,-0.20665794610977173,83
2025-02-12,SAMMAANCAP,-0.2129310667514801,84
2025-02-12,JSWSTEEL,-0.20665791630744934,85
2025-02-12,ABCAPITAL,-0.2129310667514801,86
2025-02-12,ASHOKLEY,-0.21151629090309143,87
2025-02-12,TRIDENT,-0.20290136337280273,88
2025-02-12,MGL,-0.20665794610977173,89
2025-02-12,FLUOROCHEM,-0.21364441514015198,90
2025-02-12,UJJIVANSFB,-0.2129310667514801,91
2025-02-12,ULTRACEMCO,-0.20996496081352234,92
2025-02-12,BEL,-0.21151629090309143,93
2025-02-12,TEJASNET,-0.20665794610977173,94
2025-02-12,THERMAX,-0.21151629090309143,95
2025-02-12,LATENTVIEW,-0.20665794610977173,96
2025-02-12,INDUSTOWER,-0.20665794610977173,97
2025-02-12,UNOMINDA,-0.2105690985918045,98
2025-02-12,BIOCON,-0.20945614576339722,99
2025-02-12,MAZDOCK,-0.21151629090309143,100
2025-02-12,BAJAJ-AUTO,-0.2105690985918045,101
2025-02-12,GRINDWELL,-0.21151629090309143,102
2025-02-12,HEG,-0.21151629090309143,103
2025-02-12,VINATIORGA,-0.21364444494247437,104
2025-02-12,MANAPPURAM,-0.2129310667514801,105
2025-02-12,TITAN,-0.20995169878005981,106
2025-02-12,TORNTPOWER,-0.20665791630744934,107
2025-02-12,JUSTDIAL,-0.20665794610977173,108
2025-02-12,TECHM,-0.20665796101093292,109
2025-02-12,NEWGEN,-0.20665796101093292,110
2025-02-12,ATUL,-0.21364441514015198,111
2025-02-12,GRINFRA,-0.20665794610977173,112
2025-02-12,KIMS,-0.20945614576339722,113
