Date,Stock,Predicted_Return,Rank
2025-01-17,MARICO,-0.21026752889156342,1
2025-01-17,INFY,-0.20708014070987701,2
2025-01-17,NHPC,-0.20708012580871582,3
2025-01-17,SCHNEIDER,-0.21192172169685364,4
2025-01-17,ADANIENT,-0.20708014070987701,5
2025-01-17,OFSS,-0.2070801556110382,6
2025-01-17,FINPIPE,-0.21192172169685364,7
2025-01-17,ONGC,-0.20708014070987701,8
2025-01-17,MAHLIFE,-0.2070801556110382,9
2025-01-17,SCI,-0.20974260568618774,10
2025-01-17,BLUEDART,-0.19452203810214996,11
2025-01-17,CAMS,-0.21184509992599487,12
2025-01-17,JKTYRE,-0.20852556824684143,13
2025-01-17,BIOCON,-0.21331913769245148,14
2025-01-17,BHEL,-0.21192172169685364,15
2025-01-17,SYNGENE,-0.21331913769245148,16
2025-01-17,VGUARD,-0.20780810713768005,17
2025-01-17,USHAMART,-0.21192170679569244,18
2025-01-17,IRB,-0.2070801556110382,19
2025-01-17,ALKYLAMINE,-0.2097148299217224,20
2025-01-17,GODREJAGRO,-0.21026752889156342,21
2025-01-17,LUPIN,-0.21331913769245148,22
2025-01-17,RADICO,-0.21026752889156342,23
2025-01-17,EXIDEIND,-0.20852556824684143,24
2025-01-17,NMDC,-0.20708014070987701,25
2025-01-17,SAREGAMA,-0.2070801556110382,26
2025-01-17,SAPPHIRE,-0.2070801556110382,27
2025-01-17,UPL,-0.20971481502056122,28
2025-01-17,UNOMINDA,-0.20852559804916382,29
2025-01-17,HDFCAMC,-0.21184509992599487,30
2025-01-17,RCF,-0.20971481502056122,31
2025-01-17,HCLTECH,-0.20708014070987701,32
2025-01-17,SAMMAANCAP,-0.21184512972831726,33
2025-01-17,GRASIM,-0.21090590953826904,34
2025-01-17,UNIONBANK,-0.21184511482715607,35
2025-01-17,SHRIRAMFIN,-0.21184511482715607,36
2025-01-17,ZYDUSLIFE,-0.21331913769245148,37
2025-01-17,CENTURYPLY,-0.20780810713768005,38
2025-01-17,ADANIPOWER,-0.20708014070987701,39
2025-01-17,NYKAA,-0.2070801556110382,40
2025-01-17,UJJIVANSFB,-0.21184511482715607,41
2025-01-17,JUSTDIAL,-0.2070801556110382,42
2025-01-17,NAM-INDIA,-0.21184511482715607,43
2025-01-17,HEROMOTOCO,-0.20852559804916382,44
2025-01-17,MRPL,-0.20708014070987701,45
2025-01-17,ADANIGREEN,-0.20708014070987701,46
2025-01-17,PGHH,-0.1580604910850525,47
2025-01-17,INDIAMART,-0.2070801556110382,48
2025-01-17,GRSE,-0.21192172169685364,49
2025-01-17,KOTAKBANK,-0.21184511482715607,50
2025-01-17,MCX,-0.21184512972831726,51
2025-01-17,OLECTRA,-0.20852559804916382,52
2025-01-17,PATANJALI,-0.21026752889156342,53
2025-01-17,INDUSINDBK,-0.21184511482715607,54
2025-01-17,GPIL,-0.21192170679569244,55
2025-01-17,AFFLE,-0.20708014070987701,56
2025-01-17,KIRLOSENG,-0.21192172169685364,57
2025-01-17,SBIN,-0.21184511482715607,58
2025-01-17,SBILIFE,-0.21184511482715607,59
2025-01-17,SANOFI,-0.18396203219890594,60
2025-01-17,GICRE,-0.21184509992599487,61
2025-01-17,HDFCBANK,-0.21184509992599487,62
2025-01-17,ASTRAL,-0.21192170679569244,63
2025-01-17,THERMAX,-0.21192170679569244,64
2025-01-17,UCOBANK,-0.21184511482715607,65
2025-01-17,LODHA,-0.20708014070987701,66
2025-01-17,EQUITASBNK,-0.21184509992599487,67
2025-01-17,AIAENG,-0.21192172169685364,68
2025-01-17,GLAND,-0.21331913769245148,69
2025-01-17,ACE,-0.21192170679569244,70
2025-01-17,BANKINDIA,-0.21184509992599487,71
2025-01-17,KALYANKJIL,-0.20780810713768005,72
2025-01-17,NIACL,-0.21184509992599487,73
2025-01-17,BALRAMCHIN,-0.21026752889156342,74
2025-01-17,NAUKRI,-0.2070801556110382,75
2025-01-17,NEWGEN,-0.2070801556110382,76
2025-01-17,NH,-0.21331913769245148,77
2025-01-17,UBL,-0.21026752889156342,78
2025-01-17,SUNPHARMA,-0.21331913769245148,79
2025-01-17,AXISBANK,-0.21184509992599487,80
2025-01-17,KANSAINER,-0.20780810713768005,81
2025-01-17,NLCINDIA,-0.20708012580871582,82
2025-01-17,GUJGASLTD,-0.20708014070987701,83
2025-01-17,NETWORK18,-0.20708014070987701,84
2025-01-17,GILLETTE,-0.12227100133895874,85
2025-01-17,360ONE,-0.21184509992599487,86
2025-01-17,ATUL,-0.19376112520694733,87
2025-01-17,NTPC,-0.20708012580871582,88
2025-01-17,SUNDRMFAST,-0.20852559804916382,89
2025-01-17,GAEL,-0.21026752889156342,90
2025-01-17,IPCALAB,-0.21331913769245148,91
2025-01-17,IOC,-0.20708014070987701,92
2025-01-17,BASF,-0.2097148299217224,93
2025-01-17,NUVOCO,-0.21090590953826904,94
2025-01-17,PAYTM,-0.21184511482715607,95
2025-01-17,HAVELLS,-0.20780812203884125,96
2025-01-17,TRITURBINE,-0.21192170679569244,97
2025-01-17,INDIGO,-0.20974260568618774,98
2025-01-17,CHOLAFIN,-0.21184509992599487,99
2025-01-17,SUNDARMFIN,-0.21184512972831726,100
2025-01-17,BANKBARODA,-0.21184509992599487,101
2025-01-17,LICHSGFIN,-0.21184511482715607,102
2025-01-17,JKLAKSHMI,-0.21090590953826904,103
2025-01-17,ITI,-0.20708014070987701,104
2025-01-17,HAPPSTMNDS,-0.20708014070987701,105
2025-01-17,PAGEIND,-0.16827698051929474,106
2025-01-17,OBEROIRLTY,-0.2070801556110382,107
2025-01-17,GESHIP,-0.20974260568618774,108
2025-01-17,OIL,-0.20708014070987701,109
2025-01-17,TECHNOE,-0.2070801556110382,110
2025-01-17,CGCL,-0.21184509992599487,111
2025-01-17,LAURUSLABS,-0.21331915259361267,112
2025-01-17,M&MFIN,-0.21184511482715607,113
2025-01-17,SUMICHEM,-0.20971481502056122,114
2025-01-17,ELGIEQUIP,-0.21192170679569244,115
2025-01-17,JBCHEPHARM,-0.21331915259361267,116
2025-01-17,JBMA,-0.20852559804916382,117
2025-01-17,FACT,-0.2097148299217224,118
2025-01-17,VIPIND,-0.20780813694000244,119
2025-01-17,GLENMARK,-0.21331913769245148,120
2025-01-17,ENGINERSIN,-0.2070801556110382,121
2025-01-17,DLF,-0.2070801556110382,122
2025-01-17,VINATIORGA,-0.20971481502056122,123
2025-01-17,DEVYANI,-0.2070801556110382,124
2025-01-17,JSWSTEEL,-0.20708014070987701,125
2025-01-17,HEG,-0.21192170679569244,126
2025-01-17,ISEC,-0.21184509992599487,127
2025-01-17,COALINDIA,-0.20708014070987701,128
2025-01-17,SHYAMMETL,-0.21192170679569244,129
2025-01-17,SRF,-0.20971481502056122,130
2025-01-17,KIMS,-0.21331915259361267,131
2025-01-17,HDFCLIFE,-0.21184509992599487,132
2025-01-17,CIEINDIA,-0.20852558314800262,133
2025-01-17,METROBRAND,-0.20780813694000244,134
2025-01-17,ULTRACEMCO,-0.21090590953826904,135
2025-01-17,TCS,-0.20708014070987701,136
2025-01-17,HAL,-0.21192172169685364,137
2025-01-17,INTELLECT,-0.20708014070987701,138
2025-01-17,MFSL,-0.21184511482715607,139
2025-01-17,SONATSOFTW,-0.2070801556110382,140
2025-01-17,INDUSTOWER,-0.20708014070987701,141
2025-01-17,TATASTEEL,-0.20708014070987701,142
2025-01-17,INDIACEM,-0.21090590953826904,143
2025-01-17,ZFCVINDIA,-0.16251537203788757,144
2025-01-17,JINDALSAW,-0.21192172169685364,145
2025-01-17,LALPATHLAB,-0.21331915259361267,146
2025-01-17,CGPOWER,-0.21192170679569244,147
2025-01-17,JSL,-0.20708014070987701,148
2025-01-17,NBCC,-0.2070801556110382,149
2025-01-17,AAVAS,-0.21184509992599487,150
2025-01-17,TRIDENT,-0.2038658857345581,151
2025-01-17,VOLTAS,-0.20780810713768005,152
2025-01-17,TRIVENI,-0.21026752889156342,153
2025-01-17,CARBORUNIV,-0.21192170679569244,154
2025-01-17,JKCEMENT,-0.21090592443943024,155
2025-01-17,INOXWIND,-0.21192170679569244,156
2025-01-17,KIRLOSBROS,-0.21192170679569244,157
2025-01-17,KEC,-0.2070801556110382,158
2025-01-17,KARURVYSYA,-0.21184511482715607,159
2025-01-17,CIPLA,-0.21331913769245148,160
2025-01-17,SOBHA,-0.2070801556110382,161
2025-01-17,JSWENERGY,-0.20708012580871582,162
