Date,Stock,Predicted_Return,Rank
2025-02-26,DATAPATTNS,-0.22774916887283325,1
2025-02-26,BRITANNIA,-0.22493880987167358,2
2025-02-26,EICHERMOT,-0.2271418571472168,3
2025-02-26,RVNL,-0.22324471175670624,4
2025-02-26,ABBOTINDIA,-0.14812412858009338,5
2025-02-26,GUJGASLTD,-0.22150088846683502,6
2025-02-26,CENTURYPLY,-0.2272903025150299,7
2025-02-26,EIDPARRY,-0.22125355899333954,8
2025-02-26,TATAPOWER,-0.22226914763450623,9
2025-02-26,RAYMOND,-0.2251213788986206,10
2025-02-26,JSWENERGY,-0.22224818170070648,11
2025-02-26,HINDALCO,-0.22374244034290314,12
2025-02-26,PRAJIND,-0.22774916887283325,13
2025-02-26,HINDUNILVR,-0.2249387949705124,14
2025-02-26,AXISBANK,-0.22172735631465912,15
2025-02-26,RATNAMANI,-0.22774916887283325,16
2025-02-26,TRIVENI,-0.2249554842710495,17
2025-02-26,TITAN,-0.22728902101516724,18
2025-02-26,BANKBARODA,-0.22187907993793488,19
2025-02-26,AIAENG,-0.22774915397167206,20
2025-02-26,OLECTRA,-0.2271418571472168,21
2025-02-26,TIINDIA,-0.2271418571472168,22
2025-02-26,ECLERX,-0.22745397686958313,23
2025-02-26,MAHSEAMLES,-0.22775611281394958,24
2025-02-26,DEVYANI,-0.22161710262298584,25
2025-02-26,SKFINDIA,-0.22774916887283325,26
2025-02-26,SAREGAMA,-0.22472861409187317,27
2025-02-26,TTML,-0.22205215692520142,28
2025-02-26,TRIDENT,-0.21792533993721008,29
2025-02-26,NLCINDIA,-0.22238358855247498,30
2025-02-26,IOB,-0.22177672386169434,31
2025-02-26,NMDC,-0.2237977534532547,32
2025-02-26,TATACONSUM,-0.22541850805282593,33
2025-02-26,OIL,-0.22150525450706482,34
2025-02-26,VIJAYA,-0.22888457775115967,35
2025-02-26,SCHNEIDER,-0.22774922847747803,36
2025-02-26,AARTIIND,-0.22133345901966095,37
2025-02-26,CHALET,-0.22139355540275574,38
2025-02-26,BEL,-0.2277991622686386,39
2025-02-26,EMAMILTD,-0.22494569420814514,40
2025-02-26,VOLTAS,-0.22728905081748962,41
2025-02-26,MAHLIFE,-0.225124329328537,42
2025-02-26,FLUOROCHEM,-0.22125279903411865,43
2025-02-26,MMTC,-0.2273513227701187,44
2025-02-26,GODREJPROP,-0.2251213788986206,45
2025-02-26,DEEPAKNTR,-0.22125279903411865,46
2025-02-26,JMFINANCIL,-0.22217755019664764,47
2025-02-26,BHARATFORG,-0.2271418571472168,48
2025-02-26,NATIONALUM,-0.2238868772983551,49
2025-02-26,LINDEINDIA,-0.22125279903411865,50
2025-02-26,HDFCBANK,-0.22174885869026184,51
2025-02-26,GRINFRA,-0.2232440710067749,52
2025-02-26,INDIACEM,-0.2287227213382721,53
2025-02-26,ALKYLAMINE,-0.22125279903411865,54
2025-02-26,PERSISTENT,-0.22109825909137726,55
2025-02-26,BEML,-0.22774916887283325,56
2025-02-26,KPRMILL,-0.22055479884147644,57
2025-02-26,RCF,-0.22132429480552673,58
2025-02-26,SUZLON,-0.22765296697616577,59
2025-02-26,SOBHA,-0.2251213788986206,60
2025-02-26,PNCINFRA,-0.22325223684310913,61
2025-02-26,MGL,-0.22150108218193054,62
2025-02-26,GSFC,-0.22155198454856873,63
2025-02-26,TANLA,-0.22109830379486084,64
2025-02-26,WESTLIFE,-0.22146444022655487,65
2025-02-26,TATAINVEST,-0.22169089317321777,66
2025-02-26,CCL,-0.224943608045578,67
2025-02-26,360ONE,-0.22169089317321777,68
2025-02-26,PFC,-0.22169864177703857,69
2025-02-26,ABCAPITAL,-0.2219407558441162,70
2025-02-26,CRAFTSMAN,-0.2271418571472168,71
2025-02-26,LALPATHLAB,-0.22888457775115967,72
2025-02-26,DEEPAKFERT,-0.22125279903411865,73
2025-02-26,BAJAJFINSV,-0.22184036672115326,74
2025-02-26,DBREALTY,-0.2251465618610382,75
2025-02-26,HONAUT,-0.19469115138053894,76
2025-02-26,ELECON,-0.22774916887283325,77
2025-02-26,TRITURBINE,-0.22774916887283325,78
2025-02-26,SCHAEFFLER,-0.2271418571472168,79
2025-02-26,WIPRO,-0.22182972729206085,80
2025-02-26,LTF,-0.22236280143260956,81
2025-02-26,DIXON,-0.22728902101516724,82
2025-02-26,MRPL,-0.2216176986694336,83
2025-02-26,GMRAIRPORT,-0.22744935750961304,84
2025-02-26,PEL,-0.22169139981269836,85
2025-02-26,PCBL,-0.2216351181268692,86
2025-02-26,IGL,-0.22182416915893555,87
2025-02-26,HCLTECH,-0.22109827399253845,88
2025-02-26,SRF,-0.2216119021177292,89
2025-02-26,BSOFT,-0.22110572457313538,90
2025-02-26,HFCL,-0.22210144996643066,91
2025-02-26,BLUEDART,-0.09972894191741943,92
2025-02-26,CGPOWER,-0.22774933278560638,93
2025-02-26,INTELLECT,-0.22109825909137726,94
2025-02-26,ESCORTS,-0.22774916887283325,95
2025-02-26,NIACL,-0.22180873155593872,96
2025-02-26,VIPIND,-0.2272975891828537,97
2025-02-26,BALRAMCHIN,-0.22494035959243774,98
2025-02-26,CIPLA,-0.22888639569282532,99
2025-02-26,SAIL,-0.22431537508964539,100
2025-02-26,APLLTD,-0.22888456284999847,101
2025-02-26,LEMONTREE,-0.22175928950309753,102
2025-02-26,POWERINDIA,-0.22774916887283325,103
2025-02-26,BIOCON,-0.2289210706949234,104
2025-02-26,MRF,-0.19896318018436432,105
2025-02-26,JKCEMENT,-0.22872108221054077,106
2025-02-26,DIVISLAB,-0.22888456284999847,107
2025-02-26,PIIND,-0.22125279903411865,108
2025-02-26,HSCL,-0.22125284373760223,109
2025-02-26,RITES,-0.22324812412261963,110
2025-02-26,ASAHIINDIA,-0.22715416550636292,111
2025-02-26,MAHABANK,-0.22177255153656006,112
2025-02-26,TECHM,-0.22109942138195038,113
2025-02-26,SOLARINDS,-0.22125279903411865,114
2025-02-26,METROBRAND,-0.22728906571865082,115
2025-02-26,BANDHANBNK,-0.22208155691623688,116
2025-02-26,BAYERCROP,-0.22125279903411865,117
2025-02-26,COFORGE,-0.22109825909137726,118
2025-02-26,TITAGARH,-0.22774916887283325,119
2025-02-26,NYKAA,-0.22196407616138458,120
2025-02-26,MAXHEALTH,-0.22888490557670593,121
2025-02-26,CARBORUNIV,-0.22774916887283325,122
2025-02-26,USHAMART,-0.22775326669216156,123
2025-02-26,ADANIPORTS,-0.22745448350906372,124
2025-02-26,POONAWALLA,-0.22178953886032104,125
2025-02-26,NATCOPHARM,-0.22888457775115967,126
2025-02-26,BLS,-0.22139453887939453,127
2025-02-26,CENTRALBK,-0.2217930555343628,128
2025-02-26,REDINGTON,-0.22803549468517303,129
2025-02-26,SUVENPHAR,-0.22957047820091248,130
2025-02-26,LTTS,-0.22109825909137726,131
2025-02-26,MOTILALOFS,-0.22169092297554016,132
