Date,Stock,Predicted_Return,Rank
2025-03-19,360ONE,,1
2025-03-19,NHPC,,2
2025-03-19,NH,,3
2025-03-19,NEWGEN,,4
2025-03-19,NETWORK18,,5
2025-03-19,NESTLEIND,,6
2025-03-19,NCC,,7
2025-03-19,NBCC,,8
2025-03-19,NAVINFLUOR,,9
2025-03-19,NAUKRI,,10
2025-03-19,NATIONALUM,,11
2025-03-19,NATCOPHARM,,12
2025-03-19,NIACL,,13
2025-03-19,NAM-INDIA,,14
2025-03-19,MRPL,,15
2025-03-19,MRF,,16
2025-03-19,MPHASIS,,17
2025-03-19,MOTILALOFS,,18
2025-03-19,MOTHERSON,,19
2025-03-19,MMTC,,20
2025-03-19,MINDACORP,,21
2025-03-19,MGL,,22
2025-03-19,MFSL,,23
2025-03-19,METROPOLIS,,24
2025-03-19,METROBRAND,,25
2025-03-19,MUTHOOTFIN,,26
2025-03-19,NMDC,,27
2025-03-19,PEL,,28
2025-03-19,NTPC,,29
2025-03-19,POLYCAB,,30
2025-03-19,POLICYBZR,,31
2025-03-19,PNCINFRA,,32
2025-03-19,PNBHOUSING,,33
2025-03-19,PNB,,34
2025-03-19,PIIND,,35
2025-03-19,PIDILITIND,,36
2025-03-19,PGHH,,37
2025-03-19,PFIZER,,38
2025-03-19,PFC,,39
2025-03-19,PETRONET,,40
2025-03-19,POLYMED,,41
2025-03-19,PERSISTENT,,42
2025-03-19,PCBL,,43
2025-03-19,PAYTM,,44
2025-03-19,PATANJALI,,45
2025-03-19,PAGEIND,,46
2025-03-19,ONGC,,47
2025-03-19,OLECTRA,,48
2025-03-19,OIL,,49
2025-03-19,OFSS,,50
2025-03-19,OBEROIRLTY,,51
2025-03-19,NYKAA,,52
2025-03-19,NUVOCO,,53
2025-03-19,MCX,,54
2025-03-19,MAZDOCK,,55
2025-03-19,MAXHEALTH,,56
2025-03-19,LTF,,57
2025-03-19,KIMS,,58
2025-03-19,KEI,,59
2025-03-19,KEC,,60
2025-03-19,KARURVYSYA,,61
2025-03-19,KANSAINER,,62
2025-03-19,KALYANKJIL,,63
2025-03-19,KAJARIACER,,64
2025-03-19,JYOTHYLAB,,65
2025-03-19,JWL,,66
2025-03-19,JUSTDIAL,,67
2025-03-19,JUBLPHARMA,,68
2025-03-19,JUBLINGREA,,69
2025-03-19,JUBLFOOD,,70
2025-03-19,JSWSTEEL,,71
2025-03-19,JSWENERGY,,72
2025-03-19,JSL,,73
2025-03-19,JPPOWER,,74
2025-03-19,JMFINANCIL,,75
2025-03-19,JKTYRE,,76
2025-03-19,JKLAKSHMI,,77
2025-03-19,JKCEMENT,,78
2025-03-19,JINDALSTEL,,79
2025-03-19,JINDALSAW,,80
2025-03-19,KIRLOSBROS,,81
2025-03-19,KIRLOSENG,,82
2025-03-19,KNRCON,,83
2025-03-19,KOTAKBANK,,84
2025-03-19,MARUTI,,85
2025-03-19,MARICO,,86
2025-03-19,MAPMYINDIA,,87
2025-03-19,MANAPPURAM,,88
2025-03-19,MAHSEAMLES,,89
2025-03-19,MAHLIFE,,90
2025-03-19,MAHABANK,,91
2025-03-19,M&MFIN,,92
2025-03-19,M&M,,93
2025-03-19,LUPIN,,94
2025-03-19,LTTS,,95
2025-03-19,MASTEK,,96
2025-03-19,LTIM,,97
2025-03-19,LT,,98
2025-03-19,LODHA,,99
2025-03-19,LINDEINDIA,,100
2025-03-19,LICHSGFIN,,101
2025-03-19,LEMONTREE,,102
2025-03-19,LAURUSLABS,,103
2025-03-19,LATENTVIEW,,104
2025-03-19,LALPATHLAB,,105
2025-03-19,KSB,,106
2025-03-19,KPRMILL,,107
2025-03-19,KPITTECH,,108
2025-03-19,NLCINDIA,,109
2025-03-19,POONAWALLA,,110
2025-03-19,POWERGRID,,111
2025-03-19,POWERINDIA,,112
2025-03-19,TTML,,113
2025-03-19,TRIVENI,,114
2025-03-19,TRITURBINE,,115
2025-03-19,TRIDENT,,116
2025-03-19,TRENT,,117
2025-03-19,TORNTPOWER,,118
2025-03-19,TORNTPHARM,,119
2025-03-19,TITAN,,120
2025-03-19,TITAGARH,,121
2025-03-19,TIMKEN,,122
2025-03-19,TIINDIA,,123
2025-03-19,TVSMOTOR,,124
2025-03-19,THERMAX,,125
2025-03-19,TECHNOE,,126
2025-03-19,TECHM,,127
2025-03-19,TCS,,128
2025-03-19,TATASTEEL,,129
2025-03-19,TATAPOWER,,130
2025-03-19,TATAMOTORS,,131
2025-03-19,TATAINVEST,,132
2025-03-19,TATAELXSI,,133
2025-03-19,TATACONSUM,,134
2025-03-19,TATACOMM,,135
2025-03-19,TATACHEM,,136
2025-03-19,TEJASNET,,137
2025-03-19,UCOBANK,,138
2025-03-19,VINATIORGA,,139
2025-03-19,UJJIVANSFB,,140
2025-03-19,ZFCVINDIA,,141
2025-03-19,ZENSARTECH,,142
2025-03-19,ZEEL,,143
2025-03-19,YESBANK,,144
2025-03-19,WIPRO,,145
2025-03-19,WHIRLPOOL,,146
2025-03-19,WESTLIFE,,147
2025-03-19,WELSPUNLIV,,148
2025-03-19,WELCORP,,149
2025-03-19,VTL,,150
2025-03-19,VOLTAS,,151
2025-03-19,ZOMATO,,152
