Date,Stock,Predicted_Return,Rank
2025-02-18,BAYERCROP,-0.20739074051380157,1
2025-02-18,IFCI,-0.20739074051380157,2
2025-02-18,ICICIBANK,-0.20739074051380157,3
2025-02-18,SAPPHIRE,-0.20739074051380157,4
2025-02-18,ACC,-0.21054509282112122,5
2025-02-18,INDIACEM,-0.21054509282112122,6
2025-02-18,INDIAMART,-0.20739075541496277,7
2025-02-18,IGL,-0.20739074051380157,8
2025-02-18,MOTILALOFS,-0.20739074051380157,9
2025-02-18,RHIM,-0.2123653143644333,10
2025-02-18,IEX,-0.20739074051380157,11
2025-02-18,AUROPHARMA,-0.21287202835083008,12
2025-02-18,WELSPUNLIV,-0.20396184921264648,13
2025-02-18,AUBANK,-0.20739074051380157,14
2025-02-18,IDEA,-0.20739075541496277,15
2025-02-18,RCF,-0.20739074051380157,16
2025-02-18,TRIVENI,-0.21187922358512878,17
2025-02-18,TRITURBINE,-0.2123653143644333,18
2025-02-18,HOMEFIRST,-0.20739074051380157,19
2025-02-18,AFFLE,-0.20739074051380157,20
2025-02-18,APLLTD,-0.21287202835083008,21
2025-02-18,MMTC,-0.21422326564788818,22
2025-02-18,HUDCO,-0.20739074051380157,23
2025-02-18,JSWSTEEL,-0.20739074051380157,24
2025-02-18,IDFCFIRSTB,-0.20739074051380157,25
2025-02-18,SUZLON,-0.2123653143644333,26
2025-02-18,SUVENPHAR,-0.21287202835083008,27
2025-02-18,TRIDENT,-0.20396184921264648,28
2025-02-18,TRENT,-0.20739075541496277,29
2025-02-18,NCC,-0.20739075541496277,30
2025-02-18,GRINFRA,-0.20739075541496277,31
2025-02-18,NEWGEN,-0.20739075541496277,32
2025-02-18,SPARC,-0.21287202835083008,33
2025-02-18,ASIANPAINT,-0.20580865442752838,34
2025-02-18,TORNTPOWER,-0.20739074051380157,35
2025-02-18,SONACOMS,-0.21092183887958527,36
2025-02-18,MCX,-0.20739074051380157,37
2025-02-18,GRAPHITE,-0.2123653143644333,38
2025-02-18,GRANULES,-0.21287202835083008,39
2025-02-18,GPPL,-0.21422326564788818,40
2025-02-18,TORNTPHARM,-0.21287202835083008,41
2025-02-18,RAJESHEXPO,-0.2058086395263672,42
2025-02-18,GODREJPROP,-0.20739075541496277,43
2025-02-18,NAUKRI,-0.20739075541496277,44
2025-02-18,GODREJCP,-0.21187923848628998,45
2025-02-18,GODREJAGRO,-0.21187923848628998,46
2025-02-18,GODFRYPHLP,-0.21187923848628998,47
2025-02-18,GNFC,-0.20739074051380157,48
2025-02-18,NH,-0.21287202835083008,49
2025-02-18,POONAWALLA,-0.20739074051380157,50
2025-02-18,GMDCLTD,-0.20739074051380157,51
2025-02-18,GLAND,-0.21287202835083008,52
2025-02-18,GRINDWELL,-0.2123653143644333,53
2025-02-18,GRSE,-0.2123653143644333,54
2025-02-18,APARINDS,-0.2123653143644333,55
2025-02-18,HINDPETRO,-0.20739075541496277,56
2025-02-18,PRAJIND,-0.2123653143644333,57
2025-02-18,SHYAMMETL,-0.2123653143644333,58
2025-02-18,SIEMENS,-0.2123653143644333,59
2025-02-18,SKFINDIA,-0.2123653143644333,60
2025-02-18,AMBUJACEM,-0.21054507791996002,61
2025-02-18,PATANJALI,-0.21187922358512878,62
2025-02-18,KIRLOSBROS,-0.2123653143644333,63
2025-02-18,SOLARINDS,-0.20739074051380157,64
2025-02-18,TITAN,-0.2058086395263672,65
2025-02-18,METROBRAND,-0.2058086395263672,66
2025-02-18,IOB,-0.20739074051380157,67
2025-02-18,360ONE,-0.20739074051380157,68
2025-02-18,AJANTPHARM,-0.21287202835083008,69
2025-02-18,ABB,-0.2123653143644333,70
2025-02-18,INDIANB,-0.20739074051380157,71
2025-02-18,PNCINFRA,-0.20739075541496277,72
2025-02-18,HFCL,-0.20739075541496277,73
2025-02-18,HEROMOTOCO,-0.21092182397842407,74
2025-02-18,HDFCLIFE,-0.20739074051380157,75
2025-02-18,HCLTECH,-0.20739074051380157,76
2025-02-18,HAVELLS,-0.2058086395263672,77
2025-02-18,TITAGARH,-0.2123653143644333,78
2025-02-18,RBLBANK,-0.20739074051380157,79
2025-02-18,GVT&D,-0.1754896640777588,80
2025-02-18,POLYMED,-0.21287202835083008,81
2025-02-18,GUJGASLTD,-0.20739075541496277,82
2025-02-18,NAM-INDIA,-0.20739074051380157,83
2025-02-18,GSPL,-0.20739074051380157,84
2025-02-18,APOLLOHOSP,-0.21287202835083008,85
2025-02-18,AARTIIND,-0.20739074051380157,86
2025-02-18,ASTRAZEN,-0.20744289457798004,87
2025-02-18,HINDZINC,-0.20739074051380157,88
2025-02-18,RITES,-0.20739075541496277,89
