Date,Stock,Predicted_Return,Rank
2025-04-07,360ONE,,1
2025-04-07,NHPC,,2
2025-04-07,NH,,3
2025-04-07,NEWGEN,,4
2025-04-07,NETWORK18,,5
2025-04-07,NESTLEIND,,6
2025-04-07,NCC,,7
2025-04-07,NBCC,,8
2025-04-07,NAVINFLUOR,,9
2025-04-07,NAUKRI,,10
2025-04-07,NATIONALUM,,11
2025-04-07,NATCOPHARM,,12
2025-04-07,NIACL,,13
2025-04-07,NAM-INDIA,,14
2025-04-07,MRPL,,15
2025-04-07,MRF,,16
2025-04-07,MPHASIS,,17
2025-04-07,MOTILALOFS,,18
2025-04-07,MOTHERSON,,19
2025-04-07,MMTC,,20
2025-04-07,MINDACORP,,21
2025-04-07,MGL,,22
2025-04-07,MFSL,,23
2025-04-07,METROPOLIS,,24
2025-04-07,METROBRAND,,25
2025-04-07,MUTHOOTFIN,,26
2025-04-07,NMDC,,27
2025-04-07,PEL,,28
2025-04-07,NTPC,,29
2025-04-07,POLYCAB,,30
2025-04-07,POLICYBZR,,31
2025-04-07,PNCINFRA,,32
2025-04-07,PNBHOUSING,,33
2025-04-07,PNB,,34
2025-04-07,PIIND,,35
2025-04-07,PIDILITIND,,36
2025-04-07,PGHH,,37
2025-04-07,PFIZER,,38
2025-04-07,PFC,,39
2025-04-07,PETRONET,,40
2025-04-07,POLYMED,,41
2025-04-07,PERSISTENT,,42
2025-04-07,PCBL,,43
2025-04-07,PAYTM,,44
2025-04-07,PATANJALI,,45
2025-04-07,PAGEIND,,46
2025-04-07,ONGC,,47
2025-04-07,OLECTRA,,48
2025-04-07,OIL,,49
2025-04-07,OFSS,,50
2025-04-07,OBEROIRLTY,,51
2025-04-07,NYKAA,,52
2025-04-07,NUVOCO,,53
2025-04-07,MCX,,54
2025-04-07,MAZDOCK,,55
2025-04-07,MAXHEALTH,,56
2025-04-07,LTF,,57
2025-04-07,KIMS,,58
2025-04-07,KEI,,59
2025-04-07,KEC,,60
2025-04-07,KARURVYSYA,,61
2025-04-07,KANSAINER,,62
2025-04-07,KALYANKJIL,,63
2025-04-07,KAJARIACER,,64
2025-04-07,JYOTHYLAB,,65
2025-04-07,JWL,,66
2025-04-07,JUSTDIAL,,67
2025-04-07,JUBLPHARMA,,68
2025-04-07,JUBLINGREA,,69
2025-04-07,JUBLFOOD,,70
2025-04-07,JSWSTEEL,,71
2025-04-07,JSWENERGY,,72
2025-04-07,JSL,,73
2025-04-07,JPPOWER,,74
2025-04-07,JMFINANCIL,,75
2025-04-07,JKTYRE,,76
2025-04-07,JKLAKSHMI,,77
2025-04-07,JKCEMENT,,78
2025-04-07,JINDALSTEL,,79
2025-04-07,JINDALSAW,,80
2025-04-07,KIRLOSBROS,,81
2025-04-07,KIRLOSENG,,82
2025-04-07,KNRCON,,83
2025-04-07,KOTAKBANK,,84
2025-04-07,MARUTI,,85
2025-04-07,MARICO,,86
2025-04-07,MAPMYINDIA,,87
2025-04-07,MANAPPURAM,,88
2025-04-07,MAHSEAMLES,,89
2025-04-07,MAHLIFE,,90
2025-04-07,MAHABANK,,91
2025-04-07,M&MFIN,,92
2025-04-07,M&M,,93
2025-04-07,LUPIN,,94
2025-04-07,LTTS,,95
2025-04-07,MASTEK,,96
2025-04-07,LTIM,,97
2025-04-07,LT,,98
2025-04-07,LODHA,,99
2025-04-07,LINDEINDIA,,100
2025-04-07,LICHSGFIN,,101
2025-04-07,LEMONTREE,,102
2025-04-07,LAURUSLABS,,103
2025-04-07,LATENTVIEW,,104
2025-04-07,LALPATHLAB,,105
2025-04-07,KSB,,106
2025-04-07,KPRMILL,,107
2025-04-07,KPITTECH,,108
2025-04-07,NLCINDIA,,109
2025-04-07,POONAWALLA,,110
2025-04-07,POWERGRID,,111
2025-04-07,POWERINDIA,,112
2025-04-07,TTML,,113
2025-04-07,TRIVENI,,114
2025-04-07,TRITURBINE,,115
2025-04-07,TRIDENT,,116
2025-04-07,TRENT,,117
2025-04-07,TORNTPOWER,,118
2025-04-07,TORNTPHARM,,119
2025-04-07,TITAN,,120
2025-04-07,TITAGARH,,121
2025-04-07,TIMKEN,,122
2025-04-07,TIINDIA,,123
2025-04-07,TVSMOTOR,,124
2025-04-07,THERMAX,,125
2025-04-07,TECHNOE,,126
2025-04-07,TECHM,,127
2025-04-07,TCS,,128
2025-04-07,TATASTEEL,,129
2025-04-07,TATAPOWER,,130
2025-04-07,TATAMOTORS,,131
2025-04-07,TATAINVEST,,132
2025-04-07,TATAELXSI,,133
2025-04-07,TATACONSUM,,134
2025-04-07,TATACOMM,,135
2025-04-07,TATACHEM,,136
2025-04-07,TEJASNET,,137
2025-04-07,UCOBANK,,138
2025-04-07,VINATIORGA,,139
2025-04-07,UJJIVANSFB,,140
2025-04-07,ZFCVINDIA,,141
2025-04-07,ZENSARTECH,,142
2025-04-07,ZEEL,,143
2025-04-07,YESBANK,,144
2025-04-07,WIPRO,,145
2025-04-07,WHIRLPOOL,,146
2025-04-07,WESTLIFE,,147
2025-04-07,WELSPUNLIV,,148
2025-04-07,WELCORP,,149
2025-04-07,VTL,,150
2025-04-07,VOLTAS,,151
2025-04-07,ZOMATO,,152
2025-04-07,VIPIND,,153
2025-04-07,VIJAYA,,154
2025-04-07,VGUARD,,155
2025-04-07,VEDL,,156
2025-04-07,VBL,,157
2025-04-07,VARROC,,158
2025-04-07,UTIAMC,,159
